,year,number,text,is_short_answer,figure_paths
78,1393,5,"Which of the following is the maximum value of $g(2)$, given that $f: \mathbb{R} \to \mathbb{R}$ is shown below and $g: \mathbb{R} \to \mathbb{R}$ is an increasing function, where $g(x) \leq f(x)$ for every real number $x$?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1393/5.png}
    \caption{Caption}
    \label{fig:1393:5}
\end{figure}\\
1) 0  2) 1  3) 2  4) 3  5) 4",True,['figures/1393/5.png']
79,1393,6,"In the city of Nistan, the price of reeds increases with the length of the reed. A merchant in Shakrestan intends to import reeds from Nistan. In Shakrestan, the glasses are in the shape of a truncated cone with a height of $16$ centimeters, a top diameter of $10$ centimeters, and a bottom diameter of $6$ centimeters. The merchant intends to spend the least amount of money, but according to the laws of Shakrestan, the reed must not be completely inside the glass under any circumstances. What is the length of the reeds he buys? (We disregard the diameter of the reed, assuming the reed is a line segment.)  \begin{enumerate}     
\item $2\sqrt{73}$     
\item $2\sqrt{89}$     
\item $8\sqrt{5}$     
\item $2\sqrt{87}$     
\item $10\sqrt{3}$     
\end{enumerate}",False,[]
80,1393,7,"How many non-empty subsets of the set $\{1, 2, \ldots, 10\}$ are there such that the difference between the largest and smallest element of the subset is 6?\\ 
1) 32 \quad 2) 64 \quad 3) 128 \quad 4) 256 \quad 5) 1024",True,[]
81,1393,8,"The country of Shakrestan is composed of three provinces: Namakestan, Felfelestan, and Sumaqestan, which have a $10$, $n$, $2n$ cities, respectively. We know that the number of citizens in the different cities of this country is the same and the total number of citizens is $n^2 + n + 1$. In which of the following ranges does $n$ fall?\\
(1) 1 to 10 \quad (2) 11 to 20 \quad (3) 21 to 30 \quad (4) 31 to 40 \quad (5) 41 to 50",True,[]
82,1393,9,"In the trapezoid $ABCD$, where $AB \parallel CD$ and $CD = 3AB$, $N$ and $M$ are the midpoints of $CD$ and $BC$, respectively. The area of the trapezoid is $32$. What is the area of triangle $AMN$?\\
(1) 8 \quad (2) 10 \quad (3) 12 \quad (4) 15 \quad (5) 16",True,[]
83,1393,10,"For how many integer values of $n$ do the polynomials $x^3 + x - n^2$ and $x^3 + nx - 1$ have a common real root? \begin{enumerate}     
\item $0$     
\item $1$     
\item $2$     
\item $3$  
\item $Infinity.$ 
\end{enumerate}",False,[]
84,1393,11,"What is the maximum number of non-congruent triangles that can be formed with side lengths chosen from the numbers $1, 2, 4, 8,\cdots ,2^{10}$? (The side lengths can be equal.) 
\begin{enumerate}     
\item $55$     
\item $66$     
\item $90$     
\item $120$  
\item $165$ 
\end{enumerate}",False,[]
85,1393,12,"For a natural number $n$, let $(x + n)^2$ be equal to the polynomial $P_n(x)$. What is the coefficient of $x^{2^{1393}}$ in the polynomial $P_{1393}(P_{1392}(\ldots(P_1(x))\ldots))$?   Which of the following is it equal to? \\
1) $0$ 
2) $2^{1392}$ 
3) $2^{1392} + 1$ 
4) $2^{1393} - 1$ 
5) $2^{1393}$",True,[]
86,1393,13,"Find the number of functions $f: A \to B$ such that $B = \{1, 2, \ldots, 100\}$ and $A = \{1, 2, \ldots, 10\}$. Assume the relation $f(mn) = mf(n)$ holds for every two natural numbers $m$ and $n$ where $2 \leq m, n \leq 10$ and $mn \leq 10$.\\
1) $10^2$ 
2) $10^3$
3) $10^4$
4) $10^5$
5) $2\times 10^5$",True,[]
87,1393,14,"The king of Shakrestan, who has a palace in the shape of a square, recently found an inscription in the salty script related to one of his ancestors who was a mathematician. Linguists determined that there are treasures located at various points in the city. Below is the translation of the inscription.  The treasures are hidden at points in the city such that if each of them is symmetrically reflected with respect to the northern side, southern side, eastern side, western side, the first diagonal, and finally the second diagonal of the palace, it returns to its original position.  How many treasures are hidden in the city?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1393/14.png}
    \caption{Caption}
    \label{fig:1393:14}
\end{figure}\\
1) $0$ 
2) $1$
3) $2$
4) $4$
5) $8$",True,['figures/1393/14.png']
88,1393,15,"An engineer wants to design a plan for a house with six walls. He wants three of the walls to be in the north-south direction with lengths of 2, 4, and 6 meters, and three of the walls to be in the east-west direction with lengths of 4, 6, and 10 meters. How many different plans with these characteristics can he draw?  
\begin{enumerate}     
\item 8     
\item 12     
\item 16     
\item 20     
\item 24 
\end{enumerate}",False,[]
89,1393,16,"We know that a natural number in base 2 is 30 digits long. What can be said about the number of digits of this number in base 3? \\ 
1) It is definitely 18 digits.\\ 
2) It is definitely 19 digits.\\ 
3) It is definitely 20 digits. \\ 
4) For some numbers, it is 18 digits, and for others, it is 19 digits. \\ 
5) For some numbers, it is 19 digits, and for others, it is 20 digits.",True,[]
90,1393,17,"We say that $x$ and $y$ are ""not so large"" if for every two positive integers $n$, we have $(x+1)(y+1) = 2$ and $xy + \frac{1}{xy} \geq n$. What is the largest ""not so large"" number? 1) 2 
2) 3
3) 4 
4) 5
5) 7",True,[]
91,1393,18,"Let \( A, B, C, D, E \) be the vertices of a convex pentagon in clockwise order. We know that \( AD = 2\sqrt{3} , AC = 2 \). If \( \angle EDA = \angle DCA \), \( \angle BCA = \angle CDA \), and \( \angle BAE = 2\angle CDA = 93^\circ \), then what is the value of \( \frac{AE}{AB} \) equal to?
\begin{enumerate}     
\item \(\frac{1}{3} \sin 93^\circ\)  
\item \( \frac{1}{3}\)     
\item \( \frac{1}{\sqrt{3}} \)     
\item \( 3\sin 93^\circ \) 
\item \(3\)
\end{enumerate}",False,[]
92,1393,19,"What is the maximum value of $\sin(y) + \cos(x)$ given that $x$ and $y$ are real numbers such that $\sin(x) + \cos(y) = 1$? \begin{enumerate}     
\item $\frac{\sqrt{2}}{2}$     
\item $\sqrt{2}$     
\item $\sqrt{3}$     
\item $1+\frac{\sqrt{3}}{2}$     
\item $2$ 
\end{enumerate}",False,[]
93,1393,20,"We have a transparent and colored plastic sheet in the shape of two equal circles, each divided into three parts by three radii with equal angles of $120^\circ$. The parts have different colors. Whenever two colors overlap, a new color is created, and the resulting combined colors are also different from each other. For example, in the figure opposite, 10 different colors have been created.  What is the maximum number of different colors that can be created when the sheets are placed in one position?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1393/20.png}
    \caption{Caption}
    \label{fig:1393:20}
\end{figure}
\begin{enumerate}     
\item 11     
\item 12     
\item 13     
\item 14     
\item 15 
\end{enumerate}",False,['figures/1393/20.png']
94,1393,21,"We call a finite subset of natural numbers ""regular"" if the average of its elements is a natural number. We call it ""super regular"" if all of its finite subsets are regular. How many five-element super regular subsets are there in the set $\{1, 2, \ldots, 67\}$?  
\begin{enumerate}     
\item 0     
\item 12     
\item 14     
\item 19     
\item 47 
\end{enumerate}",False,[]
95,1393,22,"We have six points in the plane such that no three of them are collinear. Among the angles formed by these points, what is the maximum number of angles that can exist in the interval $(90^\circ, 180^\circ)$? \\ 
(1) 6 \quad (2) 12 \quad (3) 18 \quad (4) 20 \quad (5) 24",True,[]
96,1393,23,"Consider the circumcircle of triangle $ABC$ with arc $BC$ not containing $A$. Let $P$ be a point on arc $BC$. Points $M$ and $N$ are on line $BC$ such that $AB = 2$, $AC = 3$, and $BC = 4$. We know that $A$, $M$, and $N$ are on the circumcircle, with $N$ between $B$ and $C$, and $M$ between $C$ and $B$. The line $AP$ is tangent to the circumcircle at $P$. Find the length of $PT$.\\
(1) $\frac{5}{2} \quad $ \quad
(2) $\frac{3\sqrt{3}}{2}$ \quad 
(3) $\frac{5\sqrt{13}}{7}$ \quad 
(4) $\frac{2\sqrt{15}}{3}$ \quad 
(5) $\frac{4\sqrt{10}}{5}$",True,[]
97,1393,24,"Consider a natural number $M$ to be good if there exists $a_1, a_2, \ldots, a_n (n \geq 3)$ such that the following properties hold:\\  
(a) $M = a_1 \times a_2 \times \cdots \times a_n$ and $M$ is not divisible by the cube of any natural number greater than one.  (b) If $1 \leq i \leq n$, then $a_i$ divides $a_{i-1}a_{i+1}$, where $a_{n+1} = a_1$ and $a_0 = a_n$.\\
How many good numbers are there less than 2015?\\
(1) 22 \quad (2) 26 \quad (3) 29 \quad (4) 44 \quad (5) 72",True,[]
98,1393,25,"A point $(x(t), y(t), z(t))$ moves in space such that at time $t$, it exists in the point $(x(t) ,y(t) ,z(t))$. According to the figures, what is the distance traveled by this moving point from $t = 0$ to $t = 8$? Which option is equal to this distance?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1393/25.png}
    \caption{Caption}
    \label{fig:1393:25}
\end{figure}
\begin{enumerate}     
\item $\frac{8\sqrt{2}}{3}$     
\item $4\sqrt{\frac{7}{3}}$     
\item $8\sqrt{\frac{2}{3}}$     
\item $8\sqrt{\frac{7}{3}}$     
\item $16\sqrt{\frac{2}{3}}$ 
\end{enumerate}",False,['figures/1393/25.png']
99,1393,26,"""Pesheez"" are microscopic creatures that have different sizes. Whenever two pesheez with sizes $x$ and $y$ are placed near each other, they can merge to form a single pesheez with size $x + y$ by consuming an energy equal to $\lvert x - y \rvert$. If $1025$ pesheez, each of size $1$, are lined up on a line, what is the minimum total energy required to merge them into a single pesheez of size $1025$? 
\begin{enumerate}     
\item $9$     
\item $10$     
\item $11$     
\item $31$     
\item $32$ 
\end{enumerate}",False,[]
100,1393,27,"In a regular nonagon $A_1A_2\cdots A_9$, the points $K$, $M$, and $N$ are such that $A_1A_2A_4K$ is a parallelogram, and $A_6A_7M$ and $A_8A_9N$ are equilateral triangles. What is the measure of the angle $\angle MKN$?\\
(1) 20 \quad (2) 30 \quad (3) 40 \quad (4) 45 \quad (5) 60",True,[]
101,1393,28,"Let \( f: A \to \{0, 1, 2\} \) be a function where \( A \) is the set of points with integer coordinates in the plane. The function \( f \) has the property that for every integer \( x \) and \( y \), the expression  \[ f(x, y) - f(x+1, y) - f(x-1, y) - f(x, y+1) - f(x, y-1) \]  is divisible by 3. Which statement is true?\\
1) The function \( f \) must be constant.\\
2) There does not exist a finite set in which \( f \) can be uniquely determined by knowing \( f \) on that set.\\
3) If the set of points where \( f \) takes the value 1 is known (it's not empty), then \( f \) is uniquely determined.\\
4) If we know \( f \) on the points where both components are even, then \( f \) is uniquely determined.\\
5) Options 2 and 3.",True,[]
102,1393,29,"We call a triangle with all its angles in the interval $[45^\circ, 90^\circ]$ and each of its side lengths a number in the interval $[1, 2]$ a ""moderate"" triangle. What is the maximum difference in area between two moderate triangles?\\  
\begin{enumerate}     
\item $\frac{3\sqrt{3}}{4}$     
\item $\frac{8 - \sqrt{2}}{2}$    
\item $\sqrt{3}$     
\item $\frac{12 - 3\sqrt{2}}{8}$     
\item None of the above.
\end{enumerate}",False,[]
103,1393,30,"We have divided an equilateral triangle with side length $5$ into smaller triangles with side length $1$ as shown. At each vertex of this network, we assign an arbitrary vector of length $1$ parallel to one of the sides of the triangle. How many different possible values can the sum of all these vectors have?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1393/30.png}
    \caption{Caption}
    \label{fig:1393:30}
\end{figure}
\begin{enumerate}     
\item $126$     
\item $726$     
\item $2774$     
\item $1387$     
\item $363$ 
\end{enumerate}
\\",False,['figures/1393/30.png']
104,1394,1,,False,[]
105,1394,2,"In triangle $ABC$, point $E$ is on side $AC$ and point $D$ is on the line $AC$ such that $\angle BAC = 60^\circ$ and $\angle DEC = 30^\circ$. Points $E$ and $D$ are chosen such that $C$ is between $B$ and $D$, and $DE = AB$. What is the ratio $\frac{BC}{CD}$?

1) $\frac{1}{2}$
2) $\frac{\sqrt{3}}{3}$
3) $\frac{\sqrt{3}}{2}$
4) $\frac{2}{\sqrt{3}}$
5) $\sqrt{3}$",True,[]
106,1394,3,"Let \( a, b, c, d \) be real numbers that satisfy the equations \( d + a = 5 \), \( b + c = 3 \), \( ab = 2 \), and \( cd = 4 \). How many possible values exist for \( a \)?

1) 0
2) 1
3) 2
4) 4
5) infinity",True,[]
107,1394,4,"We have three pairs of screws and nuts: small, medium, and large, but we do not know which screw corresponds to which nut. 
Each time, we can test one screw with one nut. What is the minimum number of tests needed to ensure that we find the matching nut for each screw in every case?

1) 1
2) 2
3) 3
4) 4
5) 5",True,[]
108,1394,5,"We call a week in year Interesting if the Monday in that week is 2th, 12th or 22th in that Month. In a season with 3 months with 30 days each, how many weeks can be Interesting?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1394/5.png}
    \caption{Caption}
    \label{fig:1394:5}
\end{figure}
1) 1 or 2 weeks.
2) 1 or 3 weeks.
3) 0 or 3 weeks.
4) 0 or 1 or 2 weeks.
5) exactly 2 weeks.",True,['figures/1394/5.png']
109,1394,6,"A truncated conical vase with a height of 20 cm and
 diameters of the mouth and base being 15 cm and 10 cm
  respectively is placed on the ground. A ball with a
   radius of 7 cm is placed inside this vase. To which
    option is the height of the highest point of the ball
     from the ground (in centimeters) closest?

1) 21
2) 23
3) 25
4) 27
5) 29",True,[]
110,1394,7,"Two real numbers $a$ and $b$ satisfy $a^2 + b^2 = 8$. What
 is the maximum value of $2(a+b) - ab$?

1) $4$
2) $2\sqrt{6}$
3) $2\sqrt{8}$
4) $6$
5) $8$",True,[]
111,1394,8,"In a hotel, there are 13 rooms numbered from 1 to 13 and
13 keys from 1 to 13. Each
 room has a key, but not every key is unique. All keys that
  have the difference between the number written on them and
   the room number divisible by 3 can open the room. In how
    many ways can the keys be assigned to the rooms so that
     all rooms can be opened?

1) $5!\times (4!)^2$
2) $4!\times (5!)^2$
3) $\frac{5!\times (4!)^2}{3!}$
4) $\frac{4!\times (5!)^2}{3!}$
5) $13!$",True,[]
112,1394,9,"To which option is the value of $\sin(11^{100})$ closer?

1) $-1$
2) $-\frac{1}{2}$
3) $0$
4) $\frac{1}{2}$
5) $1$",True,[]
113,1394,10,,False,[]
114,1394,11,"In how many ways can 3 matchsticks be removed from the 9
 matchsticks present in the figure such that no triangle
  remains in the figure?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1394/11.png}
    \caption{Caption}
    \label{fig:1394:11}
\end{figure}\\
1) 6
2) 9
3) 18
4) 27
5) 80",True,['figures/1394/11.png']
115,1394,12,"Consider a rectangle with sides 30 and 40, divided into a
 grid of unit squares by lines parallel to the sides. Take
  one of the diagonals of the original rectangle. How many of
   the unit square's inscribed circles in the grid are tangent
    to this diagonal?

1) 10
2) 20
3) 30
4) 38
5) 40",True,[]
116,1394,13,"A frog is sitting on the zero point of the integer axis
 and can jump either to the right or to the left in each step.
  The length of the jumps of a frog can be any of the numbers
   $1, 5, 5^2, 5^3, \cdots$. If this frog cannot make two jumps of
    equal length, how many of the points of the set $\{1,2,
    cdots , 1384\}$ he can go to?

1) 63
2) 64
3) 81
4) 121
5) 243",True,[]
117,1394,14,"How many ordered quadruples of real numbers $(a, b, c, d)$
 satisfy the system of equations below?

\[
\begin{cases} 
a^3 + bc = d^3 \\
b^3 + cd = a^3 \\
c^3 + da = b^3 \\
d^3 + ab = c^3 
\end{cases}
\]

1) 1
2) 5
3) 25
4) 49
5) Infinity.",True,[]
118,1394,15,"We call a point $P$ in cone special, if different points $X$ and $Y$
 doesn't exist so that $P$ be the median of $XY$. which one of these options
 is correct?

1) cone has exactly one special point
2) Any line that intersects the circular face of the cone must include a special point of the cone.
3) Any plane that intersects the cone must include a special point of the cone.
4) All points on the lateral surface of the cone are special.
5) There exists exactly one sphere in space such that all the
special points of the cone lie on its surface.",True,[]
119,1394,16,"Ali has discovered a formula for quadratic polynomials that allows
   him to find the value of a quadratic polynomial at the
    point $3$ based on its values at the points $0$, $1$,
     and $2$ as follows: 
     $$P(3) = aP(0) + bP(1) + cP(2)$$.
which $a$, $b$, and $c$ are three constant numbers. Find these three numbers and awnser what $a - b + c$ is?

1) 3
2) 4
3) 5
4) 6
5) 7",True,[]
120,1394,17,"In how many ways can 8 squares be chosen in the given
 grid such that no two of them are in the same row or column?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1394/17.png}
    \caption{Caption}
    \label{fig:1394:17}
\end{figure}\\
1) 15
2) 20
3) 28
4) 32
5) 64",True,['figures/1394/17.png']
121,1394,18,"what is the maximum numbers that we can choose from the set
\[1,2,\cdots 1394\] so that the product of every five of them will be
divisible by 14?\\

1) 99
2) 103
3) 107
4) 111
5) 114",True,[]
122,1394,19,"Which option represents the set of points $(x, y)$ on the
 plane with the property that the maximum value among the three
  expressions $x - y - 1$, $x + y$, and $y^2 - x - y$ is equal
   to $1$?\\
1)
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1394/19-1.png}
    \caption{Caption}
    \label{fig:1394:19-1}
\end{figure}\\
2)
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1394/19-2.png}
    \caption{Caption}
    \label{fig:1394:19-2}
\end{figure}\\
3)
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1394/19-3.png}
    \caption{Caption}
    \label{fig:1394:19-3}
\end{figure}
4)
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1394/19-4.png}
    \caption{Caption}
    \label{fig:1394:19-4}
\end{figure}
5)
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1394/19-5.png}
    \caption{Caption}
    \label{fig:1394:19-5}
\end{figure}",True,"['figures/1394/19-1.png', 'figures/1394/19-2.png', 'figures/1394/19-3.png', 'figures/1394/19-4.png', 'figures/1394/19-5.png']"
123,1394,20,"At the beginning of the first day, a single virus enters
 the body. At the end of each day, each virus that has lived for
 $k$ days, make $k$ new viruses and continues to live. 
 How many viruses will be produced at the end of the sixth day?

1) 89
2) 112
3) 128
4) 144
5) 243",True,[]
124,1394,21,"In how many ways can the number $150^{7}$ be written as the
 sum of consecutive natural numbers(more that one number), 
 where the order of the
  numbers does not matter?

1) 0
2) 59
3) 119
4) 179
5) 239",True,[]
125,1394,22,"In how many ways can you fill a $1\times 7$ grid with 
$1\times 2$ dominos so that every box is filled with at least 
1 domino and maximum of 2 dominos?

1) 15
2) 16
3) 17
4) 18
5) 19",True,[]
126,1394,23,"We want to install cylindrical columns at all points of a
 regular grid, except for the central point of a $5 \times 5$
  grid, in such a way that the central point is not visible
   from the outside. This means that in the flat map you see,
    every line passing through the central point intersects at
     least one of the circles. If the distance between adjacent
      points is $1$ meter, what is the minimum required radius
       of the column cross-section in meters?

1) $\sqrt{\frac{1}{13}}$
2) $\sqrt{\frac{1}{10}}$
3) $\sqrt{\frac{1}{5}}$
4) $\sqrt{\frac{4}{17}}$
5) $\sqrt{\frac{2}{5}}$",True,[]
127,1394,24,"We say that a plane can be tiled with a polygon if it is
 possible to place infinitely many copies of that polygon on
  the plane in such a way that they cover the entire plane
   and, except possibly at the edges, do not overlap. With
    which shapes is it not possible to tile the plane?
\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1394/24.png}
    \caption{Caption}
    \label{fig:1394:24}
\end{figure}\\
1) 0
2) 1
3) 2
4) 3
5) 4",True,['figures/1394/24.png']
128,1394,25,"We have the numbers $\sqrt{7}^{\sqrt{3}}$, $\sqrt{5}^{\sqrt{5}}$, and
 $\sqrt{3}^{\sqrt{7}}$, which we denote as $A$, $B$, and $C$,
  respectively. Which option is correct?

1) $A < B < C$
2) $A < C < B$
3) $B < C < A$
4) $C < B < A$
5) $A < B < C$",True,[]
129,1394,26,"How many sequence $a_1, a_2, \ldots, a_{51}$ exists with numbers of the set
 $\{1, 2, 3, \ldots, 30\}$ such that for every 
 $1 \leq i, j \leq 15$ with $i + j \leq 51$, we have 
 $a_{i+j} > a_i + a_j$?

1) 0
2) 1
3) 4
4) 9
5) 15",True,[]
130,1394,27,,False,[]
131,1394,28,"Consider the sequences $\{x_n\}$ and $\{y_n\}$ of real numbers for $n \geq 0$ that satisfy the following recurrence relations:
$$ x_{n+1} = x_{n}^2 + x_n y_n + y_{n}^2,$$
$$ y_{n+1} = x_{n}^2 - x_n y_n + y_{n}^2.$$
If $x_0$ and $y_0$ are positive numbers such that $x_0 + y_0 = 2$, and $S = x_8 + y_8$, which of the following is correct?

1) $S < 2^{50}$
2) $2^{50} \leq S < 2^{200}$
3) $2^{200} \leq S < 2^{800}$
4) $2^{800} \leq S < 2^{2000}$
5) $2^{2000} \leq S$",True,[]
132,1394,29,"Let $B$ and $D$ be given points on the line $BC$ of 
triangle $ABC$ with $\angle BAC = 40^\circ$. Point $D$ is
 located on line $BC$. Draw 
  perpendiculars from $B$ and $D$ to $BC$ and $AB$, 
  respectively, such that they intersect at $E$. Similary,Draw 
  perpendiculars from $C$ and $D$ to $BC$ and $AC$, 
  respectively, such that they intersect at $F$. Draw perpendicular
  from $D$ to $EF$ and call their intersect $K$. We know $K$ is on $AB$
  and it's not $B$. what is the measure of $\angle ACK$ in 
     degrees?

1) 40
2) 60
3) 80
4) 100
5) 140",True,[]
133,1394,30,"We call a formula with three variables $x, y, z$ Interesting 
where only The functions 
minimum and maximum are used in that, such as in the following three 
formulas: $\min(\max(x, z), y)$; 
$\min(x, x)$; $\max(x, \min(x, y))$. We say two formulas are 
different if there exists a value for the variables $x, y, z$ 
such that the two formulas compute different values for them. 
For example, the two formulas $\max(x, \min(x, y))$ and 
$\min(x, x)$ are not different. How many different formulas 
do we have?

1) 11
2) 18
3) 64
4) 256
5) infinity.
\\",True,[]
134,1395,1,"In how many ways can the numbers $1, 2, \ldots, 6$ be 
arranged in a row such that between every two adjacent numbers,
 one is divisible by the other?",False,[]
135,1395,2,"Consider the right triangle $ABC$ with 
$\angle BAC = 90^\circ$. A circle is drawn with center $A$ 
such that it intersects side $AB$ at $D$, side $AC$ at $F$, 
and side $BC$ at two points $E$ and $M$, where point $E$ is
 between points $D$ and $M$. It is known that $M$ is the 
 midpoint of side $BC$ and the ratio of the lengths of arcs 
 $\overset{\frown}{DE}$ to $\overset{\frown}{EM}$ to 
 $\overset{\frown}{MF}$ is $3:2:4$. What is the absolute 
 value of the difference between the two acute angles of 
 triangle $ABC$?

1) $70^\circ$
2) $50^\circ$
3) $45^\circ$
4) $30^\circ$
5) $10^\circ$",True,[]
136,1395,3,"Mr. Khan wants to choose a code for his safe and change it
 every week! The code is a three-digit number, and Mr. Khan 
 wants the digits of the code to be distinct. Additionally, 
 the digits of the new code should not be less than the 
 corresponding digits in the previous code. For example, 
 if he once chose 259, the next code should not be 159. If 
 the first code is 140, after how many weeks at most can he 
 no longer change the code in this way? (Note that in the 
 first week, the code will be 140.)

1) 28
2) 24
3) 20
4) 19
5) 16",True,[]
137,1395,4,"Suppose the function $f: \mathbb{Q} \to \mathbb{Q}$ 
is given. For every $m \in \mathbb{Z}$ 
and $n \in \mathbb{N}$ with the condition $\gcd(m, n) = 1$, 
we have:
\[f\left(\frac{m}{n}\right) = \frac{m}{n+1}\]
where $\gcd(m, n)$ denotes the greatest common divisor of $m$ 
and $n$. Which of the following statements about the function $f$
is true?
\begin{enumerate}
    \item The function \( f \) is one-to-one.    
    \item The function \( f \) is monotonic (either increasing or decreasing).    
    \item The range of the function \( f \) is all rational numbers.
    \item For every \( x \in \mathbb{Q} \), we have \( f(x) \leq x \).
    \item All of the above options are correct.
\end{enumerate}",False,[]
138,1395,5,"How many three-digit numbers $abc$ 
exist such that it is a perfect square, and if one unit is
added to the hundreds digit, two units to the tens digit, and
three units to the units digit, the result is also a 
three-digit perfect square?
\[
1) Zero \quad 2) One \quad 3) Two \quad 4) Three \quad 5) Four
\]",True,[]
139,1395,6,"Using all the digits from 1 to 9, we have constructed three
three-digit numbers with distinct digits, and we have named 
the largest of them $A$. What is the smallest possible value 
for $A$?
\begin{enumerate}
    \item 345    
    \item 198    
    \item 912    
    \item 398    
    \item 312
\end{enumerate}",False,[]
140,1395,7,"For \( A, B \subseteq \mathbb{R} \), we define 
\( A \otimes B = \{ ab \mid a \in A, b \in B \} \). 
How many of the following statements are true?
(\( \mathbb{Q}' \) denotes the set of irrational numbers.)
\begin{itemize}
    \item \( \mathbb{Q}' \otimes \mathbb{Q}' = \mathbb{R} \setminus \{ 0 \} \)    
    \item \( \{ 2, 5 \} \otimes \mathbb{Q}' = \mathbb{R} \setminus \{ 0 \} \)   
    \item \( \mathbb{Q}' \otimes \mathbb{Q}' = \mathbb{Q}' \) 
    \item \( \{ 2, 3 \} \otimes \mathbb{Q}' = \mathbb{R} \setminus \{ 0 \} \)
\end{itemize}
1) Four \quad 2) Three \quad 3) Two \quad 4) One \quad 5) Zero",True,[]
141,1395,8,"An equilateral triangle with side length one rolls inside 
and along the perimeter of a $2 \times 4$ rectangle, as shown 
in the figure. How far does the vertex $P$, which is marked 
in the figure, travel from the start of the motion until it 
returns to its initial position for the first time?\\
\begin{figure}[h!]
    \centering
    \includegraphics[width=0.3\linewidth]{figures/1395/8.png}
    \caption{Caption}
    \label{fig:1395:8}
\end{figure}
\begin{enumerate}
    \item $\frac{10}{3} \pi$
    \item $3 \pi$
    \item $4 \pi$
    \item $\frac{7}{3} \pi$
    \item $2 \pi$
\end{enumerate}",False,['figures/1395/8.png']
142,1395,9,"How many ordered triples $(x, y, z)$ exist such that 
$x, y, z$ are non-zero distinct digits and $x \times y$ 
is divisible by $z$?
\begin{enumerate}
    \item 140
    \item 144
    \item 148    
    \item 152
    \item 156
\end{enumerate}",False,[]
143,1395,10,"The numbers $1, 2, \ldots, 1395$ are written on the 
board, and we cross them out in the following manner: 
each time, we select the largest number that has not been 
crossed out yet and cross out all of its divisors in 
descending order. Then, we proceed to the next largest 
number that has not been crossed out and repeat this process 
until all numbers are crossed out. Which is the last number 
to be crossed out?  

1) 37 2) 41  3) 698  4) 701  5) 703",True,[]
144,1395,11,"We define the operation $*$ on the set of real numbers 
as follows:
$$ x * y = \frac{x+y}{1-xy} $$ 
If $a, b, c$ are the roots of $x^3 - 3x^2 - 2x + 5 = 0$, what
 is the value of $a * (b * c)$?

1) $2$
2) $-\frac{2}{3}$ \\ 
3) $-8$ \\
4) $\frac{8}{3}$ \\
5) $-2$",True,[]
145,1395,12,"Find the number of ordered triples $(a, b, c)$ of natural
numbers that satisfy the following condition:
\[
c(a, b) = a(b, c) = b(c, a) = 2^6 \times 3^8 \times 5^{10}
\]
where $(a, b)$ denotes the greatest common divisor of $a$
and $b$.

1) 3240 \quad 2) 2080 \quad 3) 2000 \quad 4) 1620 \quad 5) 720",True,[]
146,1395,13,"We want to construct a rectangular prism with dimensions 
$3 \times 2 \times 2$ using 12 unit cubes on a table. 
Naturally, an upper cube cannot be placed before the cube 
below it. In how many different ways can this rectangular 
prism be constructed? (Note that the cubes are 
indistinguishable from our perspective, and the problem is 
about filling the 12 positions of the rectangular prism.)

1) 36 \quad 2) 144 \quad 3) 324 \quad 4) 924 \quad 5) 7484400",True,[]
147,1395,14,"The numbers $a, b, c$ are pairwise distinct. We know that 
the three quadratic equations below have a common root.\\
$ax^2 + bx + c = 0$ \\ $bx^2 + cx + a = 0$\\ $cx^2 + ax + b = 0$ \\
What is the value of the common root?

1) $0$
2) $\frac{1-\sqrt{5}}{2}$
3) $-1$
4) $1$
5) It cannot be uniquely determined.",True,[]
148,1395,15,"We have 1000 apples, of which 900 are healthy and the 
rest are rotten. We distribute them into several boxes such 
that the number of apples in each box is the same. What is 
the minimum and maximum percentage of boxes in which the 
majority of apples are healthy?

1) 50 and 90 
2) 50 and 100 
3) 80 and 90 
4) 80 and 100 
5) 90 and 100
\\",True,[]
149,1395,16,"How many ordered pairs $(m, n)$ of natural numbers do we
have such that 
$[1, 2, \ldots, m] = 1395 \times [1, 2, \ldots, n]$?\\
(The symbol $[1, 2, \ldots, m]$ denotes the least common 
multiple of the numbers $1, 2, \ldots, m$.)

1) Zero 2) One 3) Two 4) Three 5) Four",True,[]
